,Tournament Name,Tournament Date,Tournament Country,Discipline,Number of Sets Played,Retired,Match Duration (min),Team 1 Nationalities,Team 2 Nationalities,Team 1 Name(s),Team 1 Seed,Team 2 Name(s),Team 2 Seed,Points Set 1 Team 1,Points Set 1 Team 2,Points Set 2 Team 1,Points Set 2 Team 2,Points Set 3 Team 1,Points Set 3 Team 2,Total Points Team 1,Total Points Team 2,Sets Won Team 1,Sets Won Team 2,Total Game Points Team 1,Total Game Points Team 2,Most Consecutive Points Team 1,Most Consecutive Points Team 2,Team 1 Head to Head Analysis,Team 2 Head to Head Analysis,Upset,Team 1 World Ranking (at the time),Team 1 Points Accumulated,Team 2 World Ranking (at the time),Team 2 Points Accumulated
66,Yonex_All_England_Open,2019-03-06,1,MS,4,0,45,1,5,47,2.0,0,,21,17,21.0,16.0,,,42,33,2,0,3,0,5,4,5,3,1,26.0,8640.0,3.0,17370.0
67,Victor_China_Open,2018-09-19,0,MS,6,0,69,10,5,27,,0,,18,21,21.0,19.0,21.0,18.0,60,58,2,1,2,4,5,4,2,1,0,33.0,22130.0,43.0,18500.0
68,Yonex_All_England_Open,2018-03-15,1,MS,4,0,38,6,10,41,,69,,21,10,21.0,19.0,,,42,29,2,0,3,0,5,3,2,0,1,76.0,2220.0,5.0,16420.0
69,Yonex_All_England_Open,2018-03-14,1,MS,4,0,44,9,13,16,,19,,21,8,21.0,18.0,,,42,26,2,0,3,0,7,4,3,1,0,21.0,7800.0,72.0,2220.0
70,Victor_China_Open,2018-09-20,0,MS,4,0,30,9,13,17,3.0,22,,21,9,21.0,9.0,,,42,18,2,0,4,0,8,3,3,3,1,13.0,29050.0,9.0,30000.0
71,Victor_China_Open,2018-09-19,0,MS,4,0,35,9,7,17,3.0,3,,21,14,21.0,12.0,,,42,26,2,0,4,0,6,7,2,0,0,13.0,29050.0,20.0,27690.0
72,Yonex_All_England_Open,2018-03-15,1,MS,6,0,52,1,9,10,,25,3.0,21,11,15.0,21.0,22.0,20.0,58,52,2,1,3,4,5,6,0,4,0,25.0,8570.0,66.0,3600.0
73,Victor_China_Open,2018-09-18,0,MS,4,0,23,5,4,57,,71,,21,10,21.0,13.0,,,42,23,2,0,3,0,5,3,3,1,1,48.0,16990.0,19.0,27830.0
74,Yonex_All_England_Open,2019-03-06,1,MS,4,0,41,7,6,53,,55,,21,16,21.0,19.0,,,42,35,2,0,6,0,8,4,6,1,1,62.0,2220.0,37.0,6070.0
75,Victor_China_Open,2018-09-18,0,MS,4,0,34,14,5,14,,9,,21,18,21.0,18.0,,,42,36,2,0,3,0,7,5,1,2,0,3.0,44250.0,30.0,24140.0
76,Victor_China_Open,2018-09-20,0,MS,4,0,44,10,8,49,4.0,73,,21,16,21.0,16.0,,,42,32,2,0,3,0,5,5,0,1,0,25.0,26030.0,48.0,16990.0
77,Victor_China_Open,2018-09-20,0,MS,6,0,63,6,19,19,7.0,65,,21,12,15.0,21.0,24.0,22.0,60,55,2,1,6,2,6,5,1,0,1,41.0,19100.0,5.0,39090.0
78,Victor_China_Open,2018-09-19,0,MS,6,0,59,7,13,12,,19,,21,18,17.0,21.0,21.0,13.0,59,52,2,1,4,2,6,5,4,0,0,12.0,29180.0,24.0,26430.0
79,Yonex_All_England_Open,2019-03-07,1,MS,6,0,59,6,10,19,7.0,17,,21,17,11.0,21.0,21.0,12.0,53,50,2,1,5,1,5,6,6,5,0,14.0,10080.0,16.0,10020.0
