,Tournament Name,Tournament Date,Tournament Country,Discipline,Number of Sets Played,Retired,Match Duration (min),Team 1 Nationalities,Team 2 Nationalities,Team 1 Name(s),Team 1 Seed,Team 2 Name(s),Team 2 Seed,Points Set 1 Team 1,Points Set 1 Team 2,Points Set 2 Team 1,Points Set 2 Team 2,Points Set 3 Team 1,Points Set 3 Team 2,Total Points Team 1,Total Points Team 2,Sets Won Team 1,Sets Won Team 2,Total Game Points Team 1,Total Game Points Team 2,Most Consecutive Points Team 1,Most Consecutive Points Team 2,Team 1 Head to Head Analysis,Team 2 Head to Head Analysis,Upset,Team 1 World Ranking (at the time),Team 1 Points Accumulated,Team 2 World Ranking (at the time),Team 2 Points Accumulated
110,Blibli_Indonesia_Open,2019-07-17,Indonesia,MD,4,0,51,Indonesia,England,"Mohammad Ahsan, Hendra Setiawan",4.0,"Marcus Ellis, Chris Langridge",,28,26,21.0,17.0,,,49,43,2,0,4,6,4,3,4,0,0,2,51950,31,17920
111,Yonex_All_England_Open,2019-03-06,England,MD,4,0,45,Chinesetaipei,Korea,"Liao Min Chun, Su Ching Heng",,"Kim Gi Jung, Lee Yong Dae",,21,17,21.0,14.0,,,42,31,2,0,4,0,5,3,0,1,0,32,6110,36,5820
112,Yonex_All_England_Open,2019-03-07,England,MD,6,0,61,Indonesia,China,"Fajar Alfian, Muhammad Rian Ardianto",8.0,"Ou Xuan Yi, Ren Xiang Yu",,13,21,21.0,19.0,23.0,21.0,57,61,2,1,7,2,6,6,0,0,0,22,8640,40,5270
113,Blibli_Indonesia_Open,2019-07-18,Indonesia,MD,4,0,28,Indonesia,India,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1.0,"Satwiksairaj Rankireddy, Chirag Shetty",,21,15,21.0,14.0,,,42,29,2,0,5,0,5,3,12,0,0,11,33870,95,2750
114,Victor_China_Open,2019-09-18,China,MD,4,0,39,Japan,Malaysia,"Hiroyuki Endo, Yuta Watanabe",6.0,"Aaron Chia, Soh Wooi Yik",,21,14,21.0,17.0,,,42,31,2,0,4,0,6,3,1,0,1,8,54830,7,55380
115,Blibli_Indonesia_Open,2019-07-17,Indonesia,MD,6,0,46,Indonesia,Chinesetaipei,"Ricky Karandasuwardi, Angga Pratama",,"Lee Yang, Wang Chi-Lin",,21,19,14.0,21.0,21.0,14.0,56,54,2,1,2,1,9,10,0,1,1,43,12680,3,47490
116,Yonex_All_England_Open,2019-03-06,England,MD,4,0,25,Chinesetaipei,Thailand,"Lee Yang, Wang Chi-Lin",,"Bodin Isara, Maneepong Jongjit",,21,11,21.0,16.0,,,42,27,2,0,3,0,4,2,1,1,0,15,9750,30,7120
117,Blibli_Indonesia_Open,2019-07-19,Indonesia,MD,4,0,31,China,China,"Li Jun Hui, Liu Yu Chen",3.0,"He Ji Ting, Tan Qiang",,21,17,21.0,12.0,,,42,29,2,0,3,0,5,3,1,2,0,12,30360,23,20980
118,Victor_China_Open,2019-09-19,China,MD,4,0,34,Japan,India,"Takeshi Kamura, Keigo Sonoda",4.0,"Satwiksairaj Rankireddy, Chirag Shetty",,21,19,21.0,8.0,,,42,27,2,0,4,0,5,4,4,0,0,3,68550,36,22800
119,Blibli_Indonesia_Open,2019-07-17,Indonesia,MD,4,0,37,Indonesia,Malaysia,"Wahyu Nayaka Arya Pangkaryanira, Ade Yusuf Santoso",,"Chooi Kah Ming, Low Juan Shen",,21,15,21.0,18.0,,,42,33,2,0,4,0,4,3,0,0,0,15,26090,27,19820
